environment,family,regime,confounder,distractor_level,delay,H,n_channels,split_id,in_confirmatory_conjunction,event,target,schedule,episode_len,event_t,steps_per_run,n_events,probe_budget_fraction,ARL_0,calibration_rule,calibration_steps,aggregation,outcome,secondary_outcome,offsets_F1,primary_offset,p2_offsets,ranking_metric,secondary_metrics,cal_split,s_change_required,instance_seed_set,fit_hierarchy,f_conf,H_det,probe_config_hash,estimator,instance_seed,episode_seed,seed,role,interaction_group
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,4,1,i4e1,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,4,2,i4e2,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,4,3,i4e3,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,calibration,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,5,-1,i5,calibration,
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,5,0,i5e0,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,5,1,i5e1,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,5,2,i5e2,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,5,3,i5e3,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,calibration,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,6,-1,i6,calibration,
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,6,0,i6e0,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,6,1,i6e1,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,6,2,i6e2,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,6,3,i6e3,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,calibration,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,7,-1,i7,calibration,
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,7,0,i7e0,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,7,1,i7e1,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,7,2,i7e2,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,7,3,i7e3,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,calibration,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,8,-1,i8,calibration,
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,8,0,i8e0,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,8,1,i8e1,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,8,2,i8e2,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,8,3,i8e3,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,calibration,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,9,-1,i9,calibration,
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,9,0,i9e0,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,9,1,i9e1,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,9,2,i9e2,confirmatory_effect,scm_L|R1_misspecified
scm_L,L,R1_misspecified,absent,100,2,3,114,confirmation,True,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,cusum_linear_delay_aware_probed,9,3,i9e3,confirmatory_effect,scm_L|R1_misspecified
scm_N,N,R0_inband_linear,present,10,0,3,24,calibration,False,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,seq_ibd,0,-1,i0,calibration,
scm_N,N,R0_inband_linear,present,10,0,3,24,confirmation,False,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,seq_ibd,0,0,i0e0,confirmatory_effect,scm_N|R0_inband_linear
scm_N,N,R0_inband_linear,present,10,0,3,24,confirmation,False,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,seq_ibd,0,1,i0e1,confirmatory_effect,scm_N|R0_inband_linear
scm_N,N,R0_inband_linear,present,10,0,3,24,confirmation,False,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,seq_ibd,0,2,i0e2,confirmatory_effect,scm_N|R0_inband_linear
scm_N,N,R0_inband_linear,present,10,0,3,24,confirmation,False,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,seq_ibd,0,3,i0e3,confirmatory_effect,scm_N|R0_inband_linear
scm_N,N,R0_inband_linear,present,10,0,3,24,calibration,False,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,seq_ibd,1,-1,i1,calibration,
scm_N,N,R0_inband_linear,present,10,0,3,24,confirmation,False,actuator_loss_complete,S_obs_eps,single_unannounced,2000,1000,2000,1,0.05,1000,D2a_400_runlengths_CI_in_band_shared_per_cell,per_cell_until_rule_met_cap_2e6,equal_weight_mean_over_levels_and_delays_per_seed,"AUC_over_pre_event_support_retained_vs_lost (D-11.1a, contract_ref.auc_pre_event_support)",full_channel_AUC_of_secondary_support_vs_S_obs_eps_post,200|500|1000,500,200|500|1000,AUC,AUPRC_with_prevalence|F1_at_validated_operating_point,24|16,True,"development_0..9;confirmation=confirmation_seeds.py(sealed,commitment_89a262a9)","per_instance(cell,instance_seed,arm)",0.5,200,4cb6f40c7f9c,seq_ibd,1,0,i1e0,confirmatory_effect,scm_N|R0_inband_linear
